,domestic input requirements,output product,value,proportion
8757,Ships and boats,Scientific research and development services,17.85765472957533,0.0008617517780660447
8758,Air and spacecraft and related machinery,Scientific research and development services,177.1392509320475,0.00854815857779827
8759,Other transport equipment - 30.2/4/9,Scientific research and development services,23.27387835773198,0.0011231209451066212
8760,Furniture,Scientific research and development services,13.70869165186292,0.0006615364438862654
8761,Other manufactured goods,Scientific research and development services,53.85993390790507,0.0025991035505232105
8762,Repair and maintenance of ships and boats,Scientific research and development services,2.767412540651016,0.00013354624185888246
8763,Repair and maintenance of aircraft and spacecraft,Scientific research and development services,27.71238333414884,0.0013373086205491049
8764,Rest of repair; Installation - 33.11-14/17/19/20,Scientific research and development services,206.2396079288927,0.009952446249619796
8765,"Electricity, transmission and distribution",Scientific research and development services,233.242310307242,0.011255507997621466
8766,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Scientific research and development services,87.78644567033147,0.004236285603686627
8767,Natural water; water treatment and supply services,Scientific research and development services,41.80532905611405,0.002017387904083365
8768,Sewerage services; sewage sludge,Scientific research and development services,26.08936643250917,0.0012589871543767948
8769,"Waste collection, treatment and disposal services; materials recovery services",Scientific research and development services,51.61124410819777,0.002490589164812337
8770,Remediation services and other waste management services,Scientific research and development services,4.962827145839869,0.00023948974162205927
